ID,Purpose,Genre,Sub-genre,Subject,Themes/Uses,Keywords,Collection,Physical type,Title,Sub-title,Translated-title,PALM code,Related (same),Related (omnibus),Related (support),Related (translated),Year,Author,Author2,Author3,Other creator,Other creator ROLE,Other creator2,Other creator2 ROLE,Illustrator,Illustrator2,Illustrator3,Illustrator4,Illustrator5,Publisher,Contributor / Project / Partner,Pages,Language 1,ISO (Language 1),Language 2,ISO (Language 2),Island,State,Learner level,VLA standard,VLA benchmark,TOC,Notes related to the issue.,Notes related to version.,Notes related to content.,DESCRIPTION,ABSTRACT,UPLOADED,DIGITAL SOURCE (WHERE IS THE PDF FROM),DOCUMENT FILENAME,THUMBNAIL FILENAME,Name match check,ALTERNATIVE DOCUMENT FILENAME,ALTERNATIVE THUMBNAIL FILENAME,ALTERNATIVE DIGITAL SOURCE (WHERE IS THE PDF FROM),Coupled audio,Coupled video,CONTACT,Library link UH,Library link UH alt.,Library link COM-FSM,Library link COM-FSM alt.,Library link MARC,Library link MARC alt.,Library link MICSEM,Library link MICSEM alt.,Library link 5,Library link 5 alt.,OLLC number,ISBN number,Temporary
P005-d,Core instructional,Textbook readers and textbooks,Social studies,Place and community,,,PALM CD,Textbook reader,"Acn sihk—unit 1, 2, 3, 4",(CD-ROM version),"[Our place—unit 1, 2, 3, 4]",KSS3,P005,,,*TRUE if Translated-title identical*,1999,"Saimon, Josaiah",,,,,,,"Goodenow, Joy L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T","PALM CD - Kosraean - Acn sihk—unit 1, 2, 3, 4","PALM CD - Kosraean - Acn sihk—unit 1, 2, 3, 4",TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P006-a,Literacy development,Narrative readers,Emerging and early readers,Everyday stories,,,Pacific Area Language Materials (PALM),Narrative reader,Ati ac Kenye oasr ke kuhlahs se  ,(trial version),[Twin boys go to first grade],KNT1,P006,,,*TRUE if Translated-title identical*,1983,"Talley, Noah",,,,,,,Wren,,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,40,Kosraean,kos,,,Kosrae,Kosrae State,,,,,This title is not included on the PALM CD-ROM (1999).,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,PDF downloaded by iREi (2025) from UH Scholar Space (https://hdl.handle.net/10125/42190).,PALM - Printed [Trial version] - KOSRAEAN - Ati ac Kenye Oasr ke Kuhlahs Se KNT 1,PALM - Printed [Trial version] - KOSRAEAN - Ati ac Kenye Oasr ke Kuhlahs Se KNT 1,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma995523844605682,,,,,,,,,,,,
P007-a,Literacy development,Narrative readers,Developing and fluent readers,Collected stories,,,Pacific Area Language Materials (PALM),Narrative reader,Adi ac Kenye oasr ke klahs luo,(trial version),[Twin boys go to second grade],KNT2,P007,,,*TRUE if Translated-title identical*,1982,"Talley, Noah",,,,,,,"Nakamura, Deby",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,32,Kosraean,kos,,,Kosrae,Kosrae State,,,,,This title is not included on the PALM CD-ROM (1999).,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,PDF downloaded by iREi (2025) from UH Scholar Space (https://hdl.handle.net/10125/42190).,PALM - Printed [Trial version] - KOSRAEAN - Adi ac Kenye oasr ke klahs luo KNT 2,PALM - Printed [Trial version] - KOSRAEAN - Adi ac Kenye oasr ke klahs luo KNT 2,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma994997254605682,,,,,,,,,,,,
P008-a,Literacy development,Narrative readers,Developing and fluent readers,Place and community,,,Pacific Area Language Materials (PALM),Narrative reader,Ahkfuhlwactyen sun lwen ohnkohsr,(trial version),[Celebrating June 6th],KWT9,P008,,,*TRUE if Translated-title identical*,1979,"Timothy, Shiro",,,"Shrew, Palikun",assisted by,"Skilling, Joab",assisted by,"Buccholz, Donald L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,4,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the COM-FSM Library, with special thanks to librarian Scarlett Lebehn. Scanning conducted by Belinda Welles in Pohnpei in September 2025.",PALM - Printed [Trial version] - KOSRAEAN - Ahkfuhlwactyen Sun Lwen Ohn Kohsr.pdf,PALM - Printed [Trial version] - KOSRAEAN - Ahkfuhlwactyen Sun Lwen Ohn Kohsr.pdf,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998593284605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=150656,,,,,,,,,,Pac.PL6252.K86K67 1979
P008-d,Literacy development,Narrative readers,Developing and fluent readers,Place and community,,,PALM CD,Narrative reader,Ahkfuhlwactyen sun lwen ohnkohsr,(CD-ROM version),[Celebrating June 6th],KWT9,P008,,,*TRUE if Translated-title identical*,1999,"Timothy, Shiro",,,"Shrew, Palikun",assisted by,"Skilling, Joab",assisted by,"Buccholz, Donald L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Kosraean - Ahkfuhlwactyen sun lwen ohnkohsr,PALM CD - Kosraean - Ahkfuhlwactyen sun lwen ohnkohsr,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P009-c,Literacy development,Topic readers,Developing and fluent readers,Living things and environment,,,Pacific Area Language Materials (PALM),Topic reader,Ahtro uh oraclah won,,[Eggs turn into chickens (About life cycle and food chain)],KNL8,P009,,,*TRUE if Translated-title identical*,1980,"Sakuma, Miriam U.",,,"Likiaksa, Ned",translated by,,,"Fujioka, Calvin A.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,12,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,PDF downloaded by iREi (2025) from UH Scholar Space (https://hdl.handle.net/10125/42190).,PALM - Printed - KOSRAEAN - Ahtro uh oraclah won KNL8,PALM - Printed - KOSRAEAN - Ahtro uh oraclah won KNL8,TRUE,PALM - Printed - KOSRAEAN - Ahtro uh oraclah won KNL8 [alternative copy],PALM - Printed - KOSRAEAN - Ahtro uh oraclah won KNL8 [alternative copy],PDF downloaded by iREi (2025) from UH Scholar Space (https://hdl.handle.net/10125/42190).,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma995355384605682,,,,,,,,,,,,
P009-d,Literacy development,Topic readers,Developing and fluent readers,Living things and environment,,,PALM CD,Topic reader,Ahtro uh oraclah won,(CD-ROM version),[Eggs turn into chickens (About life cycle and food chain)],KNL8,P009,,,*TRUE if Translated-title identical*,1999,"Sakuma, Miriam U.",,,"Likiaksa, Ned",translated by,,,"Fujioka, Calvin A.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Kosraean - Ahtro uh oraclah won,PALM CD - Kosraean - Ahtro uh oraclah won,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P010-c,Literacy development,Narrative readers,Developing and fluent readers,Folk tales (Western),,,Pacific Area Language Materials (PALM),Narrative reader,Hansel ac Gretel,,[Hansel and Gretel],KEG3,P010,,,*TRUE if Translated-title identical*,1983,,,,"Good, Elaine",translated by,,,"Stone, Starla",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,27,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,,"Translated from Jakob and Wilhelm Grimm's “Hansel and Gretel”, with the permission of Western Publishing Company, Inc.","This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,PDF downloaded by iREi (2025) from UH Scholar Space (https://hdl.handle.net/10125/42190).,PALM - Printed - KOSRAEAN - Hansel ac Gretel KEG 3,PALM - Printed - KOSRAEAN - Hansel ac Gretel KEG 3,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma995355384605682,,,,,,,,,,,,
P010-d,Literacy development,Narrative readers,Developing and fluent readers,Folk tales (Western),,,PALM CD,Narrative reader,Ahnsel ac Kractel,(CD-ROM version),[Hansel and Gretel],KEG3,P010,,,*TRUE if Translated-title identical*,1999,,,,"Good, Elaine",translated by,,,"Stone, Starla",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,,"Translated from Jakob and Wilhelm Grimm's “Hansel and Gretel”, with the permission of Western Publishing Company, Inc.","This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Kosraean - Ahnsel ac Kractel,PALM CD - Kosraean - Ahnsel ac Kractel,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P011-a,Literacy development,Narrative readers,Developing and fluent readers,Fictional stories,,,Pacific Area Language Materials (PALM),Narrative reader,Anapet me ewe chóón nááng,(trial version),[Anapet and the angel],TAW3,P011,,,*TRUE if Translated-title identical*,1978, ,,,"William, Alvios",retold by,,,"Stone, Starla",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,TBD,Chuukese,chk,,,Chuuk Lagoon,Chuuk State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Chuukese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,N,,,,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998595934605682,,https://library.comfsm.fm/webopac/titleinfo?k1=1263277&k2=150650&k3=42375,,,,,,,,,,
P011-d,Literacy development,Narrative readers,Developing and fluent readers,Fictional stories,,,PALM CD,Narrative reader,Anapet me ewe chóón nááng,(CD-ROM version),[Anapet and the angel],TAW3,P011,,,*TRUE if Translated-title identical*,1999,,,,"William, Alvios",retold by,,,"Stone, Starla",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Chuukese,chk,,,Chuuk Lagoon,Chuuk State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Chuukese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Chuukese - Anapet me ewe chóón nááng,PALM CD - Chuukese - Anapet me ewe chóón nááng,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P012-a,Literacy development,Narrative readers,Emerging and early readers,Cultural stories,,,Pacific Area Language Materials (PALM),Narrative reader,Angaangan non famini,(trial version),[Duties in the family],TAW10,P012,,,*TRUE if Translated-title identical*,1979,"William, Alvios",,,,,,,"Mathias, Iwish",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,TBD,Chuukese,chk,,,Chuuk Lagoon,Chuuk State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Chuukese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.","This booklet tells the story of Chiro's family life. It explains how Chiro's parents share responsibilities at home. The mother and father each have their own tasks, and Chiro and his two sisters also have their own duties. Chiro’s family life is not only about cleaning the house, farming even cooks together, they also enjoy spending their free time on vacations. This book is suitable for children because it shows an example of an ideal family and teaches good values.",N,,,,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9929898474605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=150644,,,,,,,,,,
P012-d,Literacy development,Narrative readers,Emerging and early readers,Cultural stories,,,PALM CD,Narrative reader,Angaangan non famini,(CD-ROM version),[Duties in the family],TAW10,P012,,,*TRUE if Translated-title identical*,1999,"William, Alvios",,,,,,,"Mathias, Iwish",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Chuukese,chk,,,Chuuk Lagoon,Chuuk State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Chuukese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.","This booklet tells the story of Chiro's family life. It explains how Chiro's parents share responsibilities at home. The mother and father each have their own tasks, and Chiro and his two sisters also have their own duties. Chiro’s family life is not only about cleaning the house, farming even cooks together, they also enjoy spending their free time on vacations. This book is suitable for children because it shows an example of an ideal family and teaches good values.",Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Chuukese - Angaangan non famini,PALM CD - Chuukese - Angaangan non famini,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P013-a,Concept materials,Numeracy foundations,Counting,Number recognition,,,Pacific Area Language Materials (PALM),Math reader,Ánneá reen mettóóch mei kukkumos,(trial version),[Counting round things],TRJ32,P013,,,*TRUE if Translated-title identical*,1979,"Johnny, Rioichy",,,,,,,"Mathias, Iwish",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,TBD,Chuukese,chk,,,Chuuk Lagoon,Chuuk State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Chuukese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,N,,,,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9929898474605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=150645,,,,,,,,,,
P013-d,Concept materials,Numeracy foundations,Counting,Number recognition,,,PALM CD,Math reader,Ánneá reen mettóóch mei kukkumos,(CD-ROM version),[Counting round things],TRJ32,P013,,,*TRUE if Translated-title identical*,1999,"Johnny, Rioichy",,,,,,,"Mathias, Iwish",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Chuukese,chk,,,Chuuk Lagoon,Chuuk State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Chuukese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Chuukese - Ánneá reen mettóóch mei kukkumos,PALM CD - Chuukese - Ánneá reen mettóóch mei kukkumos,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P014-a,Literacy development,Narrative readers,Proficient and critical readers,Folk tales (Asian),,,Pacific Area Language Materials (PALM),Narrative reader,Beaq ni ba moqon ngea ba raan' i moongkii,(trial version),[A man and a troop of monkeys],YBY6,P014,,,*TRUE if Translated-title identical*,1979,,,,"Yiftheg, Bernard",retold by,,,"Fithing, Robert",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,8,Yapese,yap,,,Yap,Yap State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Yapese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,N,,,,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998597064605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=150717,,,,,,,,,,
